row_id,energy
95424,2213.770264
95425,2097.342773
95426,2006.72876
95427,1960.477051
95428,1932.63916
95429,1912.784424
95430,1930.042725
95431,2002.041748
95432,2098.183594
95433,2174.741455
95434,2219.334229
95435,2244.100342
95436,2259.030762
95437,2267.933105
95438,2272.640137
95439,2270.286621
95440,2260.12085
95441,2254.232666
95442,2264.18457
95443,2280.421875
95444,2285.575195
95445,2279.98999
95446,2267.278564
95447,2225.844727
95448,2132.654785
95449,2011.258789
95450,1915.558105
95451,1864.128174
95452,1831.051025
95453,1805.929688
95454,1817.930664
95455,1884.72168
95456,1975.746826
95457,2047.324219
95458,2087.119141
95459,2107.318359
95460,2117.961426
95461,2122.90625
95462,2124.033936
95463,2118.529297
95464,2105.687744
95465,2097.645508
95466,2106.009277
95467,2121.265625
95468,2126.083252
95469,2120.842041
95470,2109.18335
95471,2069.537354
95472,1978.890381
95473,1860.806885
95474,1769.197266
95475,1722.639893
95476,1695.213867
95477,1676.51123
95478,1695.683594
95479,1770.375
95480,1870.001221
95481,1950.844482
95482,2000.528809
95483,2031.193115
95484,2052.824463
95485,2069.222412
95486,2082.205322
95487,2088.890869
95488,2088.50415
95489,2093.107178
95490,2114.230225
95491,2142.281982
95492,2159.852051
95493,2167.239746
95494,2168.008301
95495,2140.508301
95496,2061.648926
95497,1954.920898
95498,1874.162842
95499,1837.885498
95500,1820.103882
95501,1810.352051
95502,1837.727783
95503,1919.828125
95504,2026.0271
95505,2112.573242
95506,2167.062012
95507,2201.612793
95508,2226.198975
95509,2244.614014
95510,2258.678711
95511,2265.519043
95512,2264.376465
95513,2267.335938
95514,2285.958008
95515,2310.687012
95516,2324.154297
95517,2326.708252
95518,2321.963379
95519,2288.328125
95520,2202.772705
95521,2088.851807
95522,2000.470947
95523,1956.209717
95524,1930.15332
95525,1911.906982
95526,1930.638184
95527,2004.014648
95528,2101.478516
95529,2179.344482
95530,2225.272949
95531,2251.443115
95532,2267.885742
95533,2278.44751
95534,2284.997559
95535,2284.705566
95536,2276.851318
95537,2273.552979
95538,2286.398682
95539,2305.854004
95540,2314.567627
95541,2312.896729
95542,2304.46167
95543,2267.670166
95544,2179.486328
95545,2063.454102
95546,1973.462891
95547,1928.072998
95548,1901.344727
95549,1882.855957
95550,1901.743896
95551,1975.642334
95552,2073.958008
95553,2152.96875
95554,2200.29541
95555,2228.079102
95556,2246.311279
95557,2258.799072
95558,2267.373535
95559,2269.166992
95560,2263.423584
95561,2262.227783
95562,2277.13623
95563,2298.585449
95564,2309.197754
95565,2309.306885
95566,2302.513184
95567,2267.206543
95568,2180.337891
95569,2065.439453
95570,1976.393799
95571,1931.755859
95572,1905.584961
95573,1887.458984
95574,1906.519531
95575,1980.405273
95576,2078.531494
95577,2157.18457
95578,2203.99707
95579,2231.121094
95580,2248.560791
95581,2260.136719
95582,2267.692139
95583,2268.372803
95584,2261.434814
95585,2258.974121
95586,2272.556885
95587,2292.629395
95588,2301.820557
95589,2300.470459
95590,2292.182617
95591,2255.348877
95592,2166.920166
95593,2050.426514
95594,1959.746582
95595,1913.429199
95596,1885.526123
95597,1865.605957
95598,1882.799316
95599,1954.733398
95600,2050.810791
95601,2127.304199
95602,2171.832764
95603,2196.534912
95604,2211.401367
95605,2220.240479
95606,2224.883789
95607,2222.467285
95608,2212.238525
95609,2206.287842
95610,2216.177246
95611,2232.352051
95612,2237.443359
95613,2231.796387
95614,2219.023193
95615,2177.528076
95616,2084.276855
95617,1962.819824
95618,1867.05835
95619,1815.567871
95620,1782.430664
95621,1757.249023
95622,1769.190186
95623,1835.921265
95624,1926.886963
95625,1998.405029
95626,2038.141113
95627,2058.281494
95628,2068.866211
95629,2073.752441
95630,2074.821777
95631,2069.259277
95632,2056.359863
95633,2048.260498
95634,2056.567139
95635,2071.766357
95636,2076.526855
95637,2071.229248
95638,2059.51416
95639,2019.812256
95640,1929.109131
95641,1810.970093
95642,1719.304932
95643,1672.692383
95644,1645.211182
95645,1626.454102
95646,1645.571777
95647,1720.208984
95648,1819.781006
95649,1900.570313
95650,1950.200928
95651,1980.811768
95652,2002.390137
95653,2018.735107
95654,2031.665283
95655,2038.29834
95656,2037.859375
95657,2042.410156
95658,2063.481689
95659,2091.481934
95660,2109.000488
95661,2116.337402
95662,2117.054688
95663,2089.503906
95664,2010.594482
95665,1903.816162
95666,1823.008301
95667,1786.681274
95668,1768.850098
95669,1759.049072
95670,1786.375977
95671,1868.42749
95672,1974.578125
95673,2061.075684
95674,2115.516602
95675,2150.019531
95676,2174.558105
95677,2192.925781
95678,2206.943359
95679,2213.737061
95680,2212.547607
95681,2215.460693
95682,2234.036865
95683,2258.719727
95684,2272.141602
95685,2274.650146
95686,2269.860107
95687,2236.179688
95688,2150.579346
95689,2036.614014
95690,1948.188965
95691,1903.884033
95692,1877.783936
95693,1859.493896
95694,1878.181885
95695,1951.515381
95696,2048.936523
95697,2126.76001
95698,2172.645996
95699,2198.77417
95700,2215.175049
95701,2225.695068
95702,2232.204102
95703,2231.871094
95704,2223.976074
95705,2220.637207
95706,2233.442383
95707,2252.857666
95708,2261.53125
95709,2259.821045
95710,2251.34668
95711,2214.516113
95712,2126.293457
95713,2010.222412
95714,1920.193115
95715,1874.764893
95716,1847.998779
95717,1829.472412
95718,1848.323242
95719,1922.184326
95720,2020.463135
95721,2099.437012
95722,2146.727539
95723,2174.475098
95724,2192.671387
95725,2205.123535
95726,2213.662354
95727,2215.420898
95728,2209.642578
95729,2208.412354
95730,2223.286377
95731,2244.701416
95732,2255.279541
95733,2255.355469
95734,2248.52832
95735,2213.188721
95736,2126.286865
95737,2011.355957
95738,1922.278076
95739,1877.607666
95740,1851.405029
95741,1833.247559
95742,1852.276611
95743,1926.131348
95744,2024.226563
95745,2102.849121
95746,2149.631104
95747,2176.725098
95748,2194.13501
95749,2205.681152
95750,2213.20752
95751,2213.859131
95752,2206.89209
95753,2204.402832
95754,2217.957275
95755,2238.001709
95756,2247.165039
95757,2245.787354
95758,2237.472168
95759,2200.611572
95760,2112.155762
95761,1995.635742
95762,1904.929443
95763,1858.586182
95764,1830.656982
95765,1810.711426
95766,1827.879517
95767,1899.788574
95768,1995.841064
95769,2072.310059
95770,2116.814453
95771,2141.492432
95772,2156.335205
95773,2165.150635
95774,2169.770996
95775,2167.331543
95776,2157.080322
95777,2151.106689
95778,2160.973877
95779,2177.126709
95780,2182.196533
95781,2176.528076
95782,2163.733643
95783,2122.217529
95784,2028.945557
95785,1907.468262
95786,1811.686523
95787,1760.176147
95788,1727.019165
95789,1701.818359
95790,1713.740234
95791,1780.452393
95792,1871.399414
95793,1942.899414
95794,1982.617188
95795,2002.739746
95796,2013.306885
95797,2018.175537
95798,2019.228027
95799,2013.648682
95800,2000.73291
95801,1992.616699
95802,2000.907471
95803,2016.09082
95804,2020.836182
95805,2015.522949
95806,2003.792969
95807,1964.076172
95808,1873.358643
95809,1755.205078
95810,1663.526001
95811,1616.89978
95812,1589.405029
95813,1570.634644
95814,1589.739258
95815,1664.363892
95816,1763.92334
95817,1844.700684
95818,1894.319092
95819,1924.918457
95820,1946.485352
95821,1962.819092
95822,1975.738281
95823,1982.360596
95824,1981.911133
95825,1986.452148
95826,2007.513672
95827,2035.50415
95828,2053.013428
95829,2060.341064
95830,2061.049561
95831,2033.490234
95832,1954.572266
95833,1847.785889
95834,1766.970215
95835,1730.635498
95836,1712.796997
95837,1702.989014
95838,1730.308838
95839,1812.354004
95840,1918.498291
95841,2004.98999
95842,2059.424805
95843,2093.922119
95844,2118.455566
95845,2136.818359
95846,2150.831055
95847,2157.620117
95848,2156.426514
95849,2159.335693
95850,2177.907715
95851,2202.587158
95852,2216.005859
95853,2218.51123
95854,2213.718506
95855,2180.035645
95856,2094.433594
95857,1980.466064
95858,1892.039307
95859,1847.732666
95860,1821.631592
95861,1803.340454
95862,1822.027954
95863,1895.360596
95864,1992.781738
95865,2070.605469
95866,2116.491699
95867,2142.620361
95868,2159.022217
95869,2169.543457
95870,2176.053467
95871,2175.722168
95872,2167.828857
95873,2164.492188
95874,2177.299561
95875,2196.717529
95876,2205.394043
95877,2203.686768
95878,2195.21582
95879,2158.388916
95880,2070.169922
95881,1954.103027
95882,1864.078125
95883,1818.654541
95884,1791.893555
95885,1773.37207
95886,1792.228271
95887,1866.094849
95888,1964.379639
95889,2043.359863
95890,2090.656738
95891,2118.410889
95892,2136.614014
95893,2149.073242
95894,2157.619629
95895,2159.385498
95896,2153.615234
95897,2152.393066
95898,2167.275146
95899,2188.699219
95900,2199.286133
95901,2199.371094
95902,2192.553223
95903,2157.223389
95904,2070.331299
95905,1955.4104
95906,1866.342896
95907,1821.68335
95908,1795.491455
95909,1777.345215
95910,1796.385498
95911,1870.251709
95912,1968.358887
95913,2046.993408
95914,2093.787842
95915,2120.894531
95916,2138.317383
95917,2149.876465
95918,2157.416016
95919,2158.081299
95920,2151.128174
95921,2148.652832
95922,2162.22168
95923,2182.280518
95924,2191.458496
95925,2190.095947
95926,2181.796143
95927,2144.950928
95928,2056.510986
95929,1940.00708
95930,1849.316895
95931,1802.98999
95932,1775.077759
95933,1755.14917
95934,1772.334473
95935,1844.261108
95936,1940.331299
95937,2016.818115
95938,2061.340576
95939,2086.037109
95940,2100.898682
95941,2109.733154
95942,2114.372559
95943,2111.952393
95944,2101.720703
95945,2095.766846
95946,2105.654541
95947,2121.827637
95948,2126.917969
95949,2121.270264
95950,2108.49707
95951,2067.002197
95952,1973.751709
95953,1852.296143
95954,1756.536621
95955,1705.048462
95956,1671.913818
95957,1646.735718
95958,1658.680664
95959,1725.41626
95960,1816.386719
95961,1887.910156
95962,1927.651855
95963,1947.798584
95964,1958.390137
95965,1963.283447
95966,1964.36084
95967,1958.806641
95968,1945.916016
95969,1937.825439
95970,1946.141846
95971,1961.351318
95972,1966.122803
95973,1960.836182
95974,1949.133057
95975,1909.443115
95976,1818.752808
95977,1700.626709
95978,1608.97522
95979,1562.376709
95980,1534.910156
95981,1516.168091
95982,1535.301392
95983,1609.954712
95984,1709.543335
95985,1790.349854
95986,1839.998047
95987,1870.626953
95988,1892.223633
95989,1908.587402
95990,1921.537109
95991,1928.19043
95992,1927.771729
95993,1932.343506
95994,1953.436279
95995,1981.458496
95996,1998.999268
95997,2006.359131
95998,2007.099854
95999,1979.572998
96000,1900.6875
96001,1793.934082
96002,1713.151611
96003,1676.850098
96004,1659.045288
96005,1649.270996
96006,1676.625
96007,1758.704102
96008,1864.882813
96009,1951.40918
96010,2005.87915
96011,2040.411621
96012,2064.980225
96013,2083.378418
96014,2097.427002
96015,2104.252197
96016,2103.094727
96017,2106.040283
96018,2124.64917
96019,2149.365479
96020,2162.821045
96021,2165.36377
96022,2160.608643
96023,2126.963623
96024,2041.39917
96025,1927.469971
96026,1839.081543
96027,1794.813599
96028,1768.751221
96029,1750.499268
96030,1769.225952
96031,1842.598267
96032,1940.058838
96033,2017.922363
96034,2063.848877
96035,2090.017822
96036,2106.460205
96037,2117.021973
96038,2123.573242
96039,2123.282959
96040,2115.431152
96041,2112.135986
96042,2124.985352
96043,2144.445313
96044,2153.163818
96045,2151.499023
96046,2143.070801
96047,2106.286621
96048,2018.11084
96049,1902.087158
96050,1812.105591
96051,1766.72583
96052,1740.008545
96053,1721.53125
96054,1740.431641
96055,1814.343018
96056,1912.672363
96057,1991.69751
96058,2039.039307
96059,2066.838867
96060,2085.087402
96061,2097.592529
96062,2106.184814
96063,2107.996826
96064,2102.272949
96065,2101.097168
96066,2116.026367
96067,2137.49707
96068,2148.131348
96069,2148.263428
96070,2141.493408
96071,2106.210938
96072,2019.366943
96073,1904.494385
96074,1815.475098
96075,1770.864014
96076,1744.720947
96077,1726.623535
96078,1745.712891
96079,1819.62854
96080,1917.7854
96081,1996.469727
96082,2043.313965
96083,2070.470703
96084,2087.943604
96085,2099.553467
96086,2107.143555
96087,2107.859619
96088,2100.957764
96089,2098.533691
96090,2112.154053
96091,2132.264404
96092,2141.494629
96093,2140.184082
96094,2131.936279
96095,2095.143555
96096,2006.756348
96097,1890.304932
96098,1799.667969
96099,1753.394287
96100,1725.535522
96101,1705.6604
96102,1722.899414
96103,1794.879883
96104,1891.00415
96105,1967.545654
96106,2012.122559
96107,2036.873779
96108,2051.790039
96109,2060.679443
96110,2065.374023
96111,2063.009521
96112,2052.833252
96113,2046.935547
96114,2056.878906
96115,2073.108398
96116,2078.254883
96117,2072.663818
96118,2059.947266
96119,2018.509277
96120,1925.315918
96121,1803.91748
96122,1708.215454
96123,1656.784912
96124,1623.708252
96125,1598.587891
96126,1610.591064
96127,1677.384766
96128,1768.41394
96129,1839.995972
96130,1879.796631
96131,1900.002197
96132,1910.653076
96133,1915.605713
96134,1916.742676
96135,1911.248047
96136,1898.41748
96137,1890.387085
96138,1898.763672
96139,1914.033447
96140,1918.865723
96141,1913.639648
96142,1901.997559
96143,1862.368774
96144,1771.739624
96145,1653.675049
96146,1562.085205
96147,1515.548584
96148,1488.144043
96149,1469.463867
96150,1488.659668
96151,1563.375366
96152,1663.026611
96153,1743.895752
96154,1793.606934
96155,1824.299072
96156,1845.959106
96157,1862.386475
96158,1875.39978
96159,1882.116455
96160,1881.761841
96161,1886.397827
96162,1907.554932
96163,1935.641602
96164,1953.24707
96165,1960.671631
96166,1961.477295
96167,1934.015381
96168,1855.195313
96169,1748.507324
96170,1667.790283
96171,1631.554688
96172,1613.815674
96173,1604.107422
96174,1631.527588
96175,1713.673096
96176,1819.918457
96177,1906.511475
96178,1961.048096
96179,1995.647461
96180,2020.283447
96181,2038.749023
96182,2052.86499
96183,2059.757568
96184,2058.667969
96185,2061.681396
96186,2080.358398
96187,2105.142822
96188,2118.666992
96189,2121.27832
96190,2116.591553
96191,2083.015381
96192,1997.519775
96193,1883.659912
96194,1795.34082
96195,1751.142334
96196,1725.149414
96197,1706.967285
96198,1725.763794
96199,1799.206177
96200,1896.736816
96201,1974.670654
96202,2020.667725
96203,2046.907227
96204,2063.420166
96205,2074.053223
96206,2080.675293
96207,2080.456299
96208,2072.675537
96209,2069.451904
96210,2082.373047
96211,2101.904541
96212,2110.695313
96213,2109.102539
96214,2100.746338
96215,2064.034424
96216,1975.931152
96217,1859.980103
96218,1770.071289
96219,1724.764404
96220,1698.120117
96221,1679.716064
96222,1698.689697
96223,1772.674316
96224,1871.077393
96225,1950.176025
96226,1997.591797
96227,2025.465332
96228,2043.788086
96229,2056.367432
96230,2065.033936
96231,2066.920654
96232,2061.27124
96233,2060.17041
96234,2075.174316
96235,2096.720215
96236,2107.429688
96237,2107.636963
96238,2100.942383
96239,2065.735596
96240,1978.967285
96241,1864.17041
96242,1775.227173
96243,1730.692139
96244,1704.625244
96245,1686.604126
96246,1705.770264
96247,1779.762451
96248,1877.99585
96249,1956.756836
96250,2003.678223
96251,2030.912109
96252,2048.462402
96253,2060.149414
96254,2067.817139
96255,2068.61084
96256,2061.786377
96257,2059.44043
96258,2073.138672
96259,2093.327393
96260,2102.635498
96261,2101.40332
96262,2093.233887
96263,2056.519775
96264,1968.211182
96265,1851.838623
96266,1761.28064
96267,1715.085938
96268,1687.306152
96269,1667.510254
96270,1684.828857
96271,1756.888916
96272,1853.092896
96273,1929.713867
96274,1974.370605
96275,1999.201904
96276,2014.198486
96277,2023.167969
96278,2027.942871
96279,2025.658691
96280,2015.563232
96281,2009.74585
96282,2019.77002
96283,2036.080322
96284,2041.307861
96285,2035.798096
96286,2023.162598
96287,1981.805908
96288,1888.694092
96289,1767.377197
96290,1671.756714
96291,1620.407959
96292,1587.413086
96293,1562.374756
96294,1574.459961
96295,1641.335938
96296,1732.447266
96297,1804.111816
96298,1843.994873
96299,1864.283203
96300,1875.016602
96301,1880.052246
96302,1881.271973
96303,1875.860352
96304,1863.113037
96305,1855.165771
96306,1863.625977
96307,1878.979004
96308,1883.894775
96309,1878.752441
96310,1867.193848
96311,1827.649048
96312,1737.103882
96313,1619.123291
96314,1527.617432
96315,1481.165161
96316,1453.844849
96317,1435.249268
96318,1454.529297
96319,1529.329834
96320,1629.065674
96321,1710.019775
96322,1759.815796
96323,1790.593018
96324,1812.338135
96325,1828.850586
96326,1841.949219
96327,1848.751343
96328,1848.482178
96329,1853.203857
96330,1874.446655
96331,1902.618652
96332,1920.310303
96333,1927.820557
96334,1928.712158
96335,1901.33667
96336,1822.602783
96337,1716.000977
96338,1635.370361
96339,1599.221069
96340,1581.568604
96341,1571.947021
96342,1599.453979
96343,1681.686279
96344,1788.018433
96345,1874.698486
96346,1929.322266
96347,1964.008789
96348,1988.731934
96349,2007.284912
96350,2021.488281
96351,2028.468506
96352,2027.466309
96353,2030.567383
96354,2049.332275
96355,2074.20459
96356,2087.81665
96357,2090.515625
96358,2085.917236
96359,2052.428955
96360,1967.021973
96361,1853.250244
96362,1765.019531
96363,1720.909424
96364,1695.005127
96365,1676.911621
96366,1695.796875
96367,1769.327881
96368,1866.94751
96369,1944.970459
96370,1991.056152
96371,2017.38501
96372,2033.987305
96373,2044.709473
96374,2051.420654
96375,2051.291016
96376,2043.599854
96377,2040.46582
96378,2053.476318
96379,2073.097656
96380,2081.978027
96381,2080.475342
96382,2072.208984
96383,2035.587158
96384,1947.57373
96385,1831.712769
96386,1741.894287
96387,1696.67749
96388,1670.123535
96389,1651.809814
96390,1670.873901
96391,1744.949097
96392,1843.442627
96393,1922.632324
96394,1970.138672
96395,1998.102783
96396,2016.516602
96397,2029.186768
96398,2037.944336
96399,2039.922119
96400,2034.36377
96401,2033.354004
96402,2048.449219
96403,2070.086426
96404,2080.887207
96405,2081.186279
96406,2074.582764
96407,2039.467773
96408,1952.791016
96409,1838.085815
96410,1749.234253
96411,1704.79126
96412,1678.815918
96413,1660.886963
96414,1680.144775
96415,1754.229004
96416,1852.554688
96417,1931.407959
96418,1978.421387
96419,2005.747559
96420,2023.390137
96421,2035.169434
96422,2042.929688
96423,2043.815918
96424,2037.084229
96425,2034.830566
96426,2048.621582
96427,2068.902832
96428,2078.303711
96429,2077.164551
96430,2069.088135
96431,2032.467041
96432,1944.251221
96433,1827.971802
96434,1737.506836
96435,1691.405396
96436,1663.71875
96437,1644.016357
96438,1661.427979
96439,1733.581543
96440,1829.878662
96441,1906.593018
96442,1951.343506
96443,1976.268311
96444,1991.358398
96445,2000.421631
96446,2005.290283
96447,2003.099609
96448,1993.0979
96449,1987.374512
96450,1997.492676
96451,2013.896729
96452,2019.218262
96453,2013.802246
96454,2001.260986
96455,1959.998535
96456,1866.980957
96457,1745.758057
96458,1650.231934
96459,1598.977295
96460,1566.076782
96461,1541.132813
96462,1553.3125
96463,1620.282959
96464,1711.48877
96465,1783.247803
96466,1823.225342
96467,1843.608398
96468,1854.436279
96469,1859.56665
96470,1860.881226
96471,1855.564453
96472,1842.911743
96473,1835.059326
96474,1843.614258
96475,1859.062378
96476,1864.072998
96477,1859.025757
96478,1847.562256
96479,1808.112305
96480,1717.662354
96481,1599.776733
96482,1508.366455
96483,1462.009155
96484,1434.78418
96485,1416.283691
96486,1435.65918
96487,1510.554932
96488,1610.38623
96489,1691.435791
96490,1741.327271
96491,1772.199829
96492,1794.040405
96493,1810.648438
96494,1823.842529
96495,1830.740479
96496,1830.566772
96497,1835.384033
96498,1856.722656
96499,1884.990479
96500,1902.777588
96501,1910.383789
96502,1911.371338
96503,1884.091553
96504,1805.453369
96505,1698.94751
96506,1618.41272
96507,1582.359497
96508,1564.802979
96509,1555.277588
96510,1582.880371
96511,1665.20874
96512,1771.636963
96513,1858.413086
96514,1913.133057
96515,1947.915771
96516,1972.735107
96517,1991.384033
96518,2005.683594
96519,2012.76001
96520,2011.854248
96521,2015.051758
96522,2033.912598
96523,2058.881348
96524,2072.5896
96525,2075.38501
96526,2070.883057
96527,2037.491455
96528,1952.180664
96529,1838.505249
96530,1750.371094
96531,1706.357422
96532,1680.549561
96533,1662.55249
96534,1681.534424
96535,1755.161987
96536,1852.878174
96537,1930.997559
96538,1977.179932
96539,2003.605225
96540,2020.304199
96541,2031.123047
96542,2037.931152
96543,2037.898193
96544,2030.303711
96545,2027.266113
96546,2040.373535
